ref_hash,diff_in_sec
1000169251625791246,18104.246107636365
1000395625957344683,12320.930350312501
1003027494996471685,53428.76901933333
1007573308966476713,39777.512533
1010265377387765028,2408.6617318225804
1010531372912327058,51707.2432086
1013543838965040946,1500.9632664736841
1014428234021750342,8092.498078789473
1017668882534236751,5683.077214666667
1017958004932387739,17545.584017
1021582875881379650,49219.857881
1022155574388897311,5306.053395199999
1024792555410741306,8813.241452
1030603044158081433,11308.352642833333
1032938399279723623,5659.721981264705
1036919443887988520,42971.7400785
104412862089502190,42723.94646325
1048782984015604883,2305.9445158292683
1052782935269141271,4314.863306378379
105337483767914646,2869.8477241466667
1053399148291039201,19850.486542
1054881396892383323,3732.184027224139
1055760083915480820,13511.486947421052
1058525390691423513,760.0527353870967
1062274422372114651,15099.591902
1069066119870904979,6876.663116238096
1071701264087131067,12091.590336928572
1076086792264173440,4961.9917632199995
1078643268919016184,269.3851345294118
1080074517463091765,6343.063694999998
1082062519835461489,11181.636623800001
1083324672128707147,2993.5954104482753
1084673948755476350,48556.771917000005
108675559753870541,3578.05749824138
1090348823218637154,11343.054177
109389620877102250,2730.587830857143
1095130837096278807,3234.786872274998
1098333517628887771,36946.80435400001
1098698655660153317,2577.6778948600013
1102680423242413676,501.5278893214276
1106971792117053344,8332.320642
1108571703275362862,25953.82659522222
1109716870153151001,3964.258741
1110652558277138855,5484.264995588234
1111065470587874091,35230.69484016667
111177788438165194,30055.823748166673
1114026657194419748,7518.682403343751
1114508230319864946,7815.1406265714295
1115138041376043539,1078.860250840909
1117590669569321964,47448.08410525
1117811498061299916,4726.174952489796
1119031235556320896,3244.9402462499997
1123499146680162742,1090.9067226666668
1126070781577415060,18978.853070333334
1126877271043713659,3688.405901
1129766292147277557,3199.6391863209888
1131546864431701911,38613.07192750001
1136471390576544145,9948.925475615386
1137626983589975828,24278.012409000006
1145009605155104884,2900.940956569767
1156275031468463136,5562.47242275
1156694545460335017,17949.857691538466
1160971248791325717,27682.568435555557
1161843904632575594,7824.3749123333355
1168157541031578455,20959.85233983333
1175385689997483703,34555.974877333334
1176502947759067386,7458.950419000001
1176818370378839086,19896.314794799997
1179211379479512284,9292.194757125
1186516249413150404,5073.1041377500005
1187615102176685882,67885.422172
1187995611677437206,24427.8022626
1191960282997642823,425.4387856666667
1194162776830151855,844.0014374923859
1199641757841499367,4892.588383128205
1200899806989014770,25070.694698000003
1204574205636847942,802.4642943596217
1205014055416064598,226.4607034400441
1209266135065312559,3423.345870414286
1209684448831341752,3003.901608366667
122031620643150233,20023.177529200002
1225293060838887434,57717.687389
1227457012435462438,43230.289775000005
1231413972006880331,73310.29402900001
1232605060713570544,2076.6642189067798
123979484119113285,1772.818120825397
1248297595627780685,9944.897599416667
1251678112439909237,967.6270215894735
1251711610192393941,930.2427601582739
1252375118134913744,3530.0514890526324
1253893505327217043,11126.838553
1257211796115020351,1981.3941000000002
1260244248473048882,4745.216166153847
1265362887592424102,491.7061437925314
126760379585103536,31948.808646833335
1268668663105484535,34888.559802
1268988768599406958,4243.303044
1269617022810318893,701.6854535474254
12710129175666777,39854.8106915
1281391375697256626,5917.015953439027
1283079572748604544,22033.6764224
1286394024293955508,10840.408780857144
12880076216702587,3885.822425630771
1289461437081782083,2710.0656435604383
1293570292730365189,34731.7644185
1295673566983281594,35160.505873142865
12977391562678610,3843.0948696307682
1299921942054010422,3540.265230842108
130079406502638965,145.5696034
1307116007931231623,41657.70293133333
1311716395227719150,24951.057939000002
1311884661988038994,64109.406188
1319359126470626650,2016.1351198412692
1319530529617838683,4410.019599393938
1319647639949654011,8312.420018863637
1320285155686563936,3562.677062471427
1320698541748474698,28735.4374094
1321931638565151894,8384.366427172416
1325299270880328289,8683.667938
1327834472616354686,92.32352808086918
1328371665987429740,19760.094899666667
1334979714748379384,9133.0409294
1337817839840024265,1814.8012383750001
133862296273929010,31967.45328275
1339357409349811507,47084.928242400005
1340306399366036773,202.23065017647065
134252899899870481,78961.66596700001
1343304896887941153,5501.22572751724
1343610696446705241,77375.5218685
1343846973671863229,4615.350251821429
1344094560572816090,556.6729497083332
1346626463765194606,9998.203117
1352341197795597622,4334.69468002222
135238190226173630,18207.697381
1358413347723403971,60913.854275749996
1362414875645754903,3635.3384583076922
