ref_hash,diff_in_sec
1003027494996471685,37122.238
1010070503877148763,67160.75600000001
1013543838965040946,78525.205
1014428234021750342,21166.99
1017958004932387739,10937.657000000001
1021582875881379650,49033.659
1022093956983448460,85220.175
1042912100594917197,2673.849
1052782935269141271,78213.197
105337483767914646,18315.054
1076086792264173440,83993.94
1078063581723896055,75497.16200000001
1078643268919016184,68988.672
1084673948755476350,77859.83600000001
1098333517628887771,16071.320000000002
1102680423242413676,23419.854000000003
111177788438165194,10231.898000000001
1115138041376043539,61793.251000000004
1117590669569321964,15338.636
1118296407046663101,51767.173
1119031235556320896,25134.949333333334
1128648311587971120,21811.784000000003
1137626983589975828,38189.987
1151346651469575337,79647.576
1153540947733791830,80497.236
1156275031468463136,1471.112
1156694545460335017,64236.933000000005
115885348859837276,46530.243
1159207938497285892,56586.56800000001
1161843904632575594,11183.965
1175385689997483703,79575.335
1175791667336060650,74493.409
1179211379479512284,74176.769
1186516249413150404,66634.026
1187995611677437206,52965.889
1194162776830151855,20267.190000000002
1204574205636847942,79789.353
1209684448831341752,85064.335
1225293060838887434,25589.903000000002
1229609562842818924,2011.5300000000002
1248297595627780685,52852.37
1257211796115020351,5752.053000000001
1264022936299507076,79784.171
126760379585103536,46542.889
1268988768599406958,81345.102
12710129175666777,7954.875000000001
127181479361225903,71190.887
1281554246271544540,13062.714
1283079572748604544,16438.593
1286394024293955508,64811.935000000005
1295673566983281594,65255.28200000001
1299921942054010422,86162.604
1313615473299479354,20056.292
1320285155686563936,40208.36
1320698541748474698,15049.818000000001
1337817839840024265,12877.938
1340306399366036773,5479.513
1343304896887941153,39685.705
1343610696446705241,35212.6765
1362414875645754903,86262.90100000001
1363698198585598240,48453.655000000006
1377832923059903066,74468.479
1379699859413237664,71379.784
1400708258671251084,66466.13100000001
1404448451510586910,5845.268
1405078374337581334,49995.216
1405787563688548883,18383.875
1405946286287450031,17746.428
1409860811222483843,81063.653
1410718164519785502,38797.7555
1437969918229546366,13219.066
1440198406831417758,32330.6565
1443196661695947486,3009.578
146206268035953838,67602.316
1462631094364743739,78314.049
1466387357519076668,73227.08
1469112136497229420,73731.67300000001
1469891437001939430,38982.6275
1471369522643687852,31023.492000000002
1477883150977764521,70262.742
1484551776661218764,1527.748
1485566267036074672,44727.006666666675
1490775021605137609,67990.011
149145192403446337,65649.37700000001
1495680085352673226,75894.755
1497128270570315821,12907.096000000001
1505582288748773676,9406.589
1505707263781865790,42132.6045
151719194698470862,52374.327000000005
1521407447410849866,22761.797000000002
1522064661862584327,37978.6505
1526533209361572178,67682.225
1552048892636076688,53502.85400000001
1568239518763418505,77221.172
1585273182248364632,23522.808
15864059592995091,23748.718
158642282115857939,25088.899
1587423418122753177,77354.78150000001
1593315082014178993,31799.735500000003
1609139111614355686,52595.207
1609949567718682385,1513.0220000000002
1610631182235861036,10320.918500000002
1625527770358623312,70826.401
1626240234331226893,25818.166
1632976817520709726,18743.204
1634650407908315198,9664.158000000001
1649462786324867670,9339.91
1649470682218050050,73237.07400000001
165054203039707364,80021.417
1652973856044692882,34670.240000000005
1654414320062233188,77645.444
1654931404191930561,5800.421
1656202871077543672,10162.189
