ref_hash,diff_in_sec
1000169251625791246,35838.332865000004
1000395625957344683,12152.4505739375
1003027494996471685,628.9454525178575
1006670001679961544,64857.606340000006
1007573308966476713,36487.62125442857
1010531372912327058,55116.898669
1011610998357271358,19193.623082777784
1013543838965040946,5948.057384627907
1014428234021750342,28869.637503
101763096421653092,83056.899183
1017668882534236751,86171.907707
1017958004932387739,6095.880407529412
1022093956983448460,8119.005944
1022155574388897311,5128.477900533333
1026825193119998092,27310.67727525
1030603044158081433,5791.850333146343
1032938399279723623,2939.6707075303034
1037575899869926,6639.223585384613
1042912100594917197,36733.138681000004
104412862089502190,2809.0246198888894
1048487908287530052,3978.6548808571433
1052346027668414186,22783.537997625
105337483767914646,14149.479170722225
1053399148291039201,43129.01981225
1054881396892383323,4133.67772543182
1055760083915480820,10847.0829669
1056749944537419493,409.60676206557406
1058525390691423513,4019.3553960937516
1062274422372114651,28068.084828666673
1069066119870904979,84628.29709866668
1070673984959261173,66.90126900000001
1071701264087131067,2159.7984128166668
1076086792264173440,3229.1345211250004
1078063581723896055,25804.52218616667
1080074517463091765,19665.374966769232
108091152851614035,5096.060313029411
1082062519835461489,10375.871074608696
1083324672128707147,9135.302770714286
1084673948755476350,22322.29152409091
108675559753870541,7148.535767727274
1090348823218637154,79008.810777
1091213713572176533,19308.98886566667
1092578651697005865,75869.131144
109389620877102250,308.40475788944093
1095130837096278807,1669.4997757701155
1097690588650818183,15342.430914999999
1098698655660153317,2688.71376463158
1100694657931150169,75476.10625566667
1102680423242413676,478.8498294803737
1108571703275362862,57724.906084
1109716870153151001,46546.83592975001
1110652558277138855,10362.459114043479
1111065470587874091,9727.275421
111177788438165194,42674.239991500006
1113913537041480485,2306.0207761111105
1114026657194419748,4827.115761057143
1114323564105303141,2748.5272323114755
1114508230319864946,11901.805813285717
1115138041376043539,8747.037178947372
1117590669569321964,27792.87170185715
1117811498061299916,15688.637261916665
1118296407046663101,1625.8224413230769
1119031235556320896,893.503503577855
