ref_hash,diff_in_sec
1000169251625791246,49899.6810228
1000395625957344683,34609.81217214286
1003027494996471685,36943.153529
1007573308966476713,59311.210132
1010070503877148763,29936.094542
1010265377387765028,1398.6006082888891
1010531372912327058,78841.70925566668
1013543838965040946,55066.801674666676
1014428234021750342,51517.6392842
101763096421653092,83056.899183
1017668882534236751,8081.9929735000005
1017958004932387739,11879.193449937498
1022093956983448460,20527.6023776
1022155574388897311,14421.076775941181
1024792555410741306,49336.164018999996
1026825193119998092,41335.52093075
1030603044158081433,6622.572346897437
1030865855693267844,35360.044266000004
1032938399279723623,2123.555635266665
1037575899869926,8827.823938000001
1042912100594917197,2542.034706125
104412862089502190,18007.383779909087
1048487908287530052,4348.397881051281
1052346027668414186,14409.584888833335
1052782935269141271,2616.069369142857
105337483767914646,3999.832394086957
1053399148291039201,19068.61688925
1054881396892383323,10732.247735333332
1055760083915480820,7718.911023565218
1056749944537419493,479.11868042696625
1058525390691423513,981.7649073266134
1062274422372114651,64251.063621500005
1069066119870904979,9186.7990976
1070673984959261173,66.90126900000001
1071701264087131067,2755.986088351063
1076086792264173440,3590.834939680555
1080074517463091765,2919.1141154411766
108091152851614035,68.01541769230771
1082062519835461489,5811.3211193409115
1083324672128707147,8585.78360509091
1084673948755476350,51692.35923
108675559753870541,4994.593690893617
1090348823218637154,11343.054177
1091213713572176533,19308.98886566667
1092578651697005865,75869.131144
109389620877102250,258.6393977507788
1095130837096278807,1448.6671397161292
1097690588650818183,4622.372313057143
1098333517628887771,36946.80435400001
1098698655660153317,2530.5696431182805
1100694657931150169,77694.299373
1102680423242413676,456.6218005583945
1108571703275362862,37124.8882178
1109716870153151001,11493.091306619048
1110652558277138855,21462.17937941667
1111065470587874091,28498.3773116
111177788438165194,17135.774177066673
1114026657194419748,11317.991688444446
1114508230319864946,2024.1808762564103
1115138041376043539,2320.3270409863017
1117590669569321964,40072.229718200004
1117811498061299916,16854.077358000002
1118296407046663101,477.232626625
1119031235556320896,1626.094712220184
1123499146680162742,35741.63002657143
1126070781577415060,18347.777613111113
1126877271043713659,7328.992513
1128648311587971120,37864.959274
1128814228344083814,1663.7076812244893
1129766292147277557,1942.5319779999995
1131546864431701911,16155.140523250002
1136031752303953778,4372.875101333334
1136471390576544145,54307.76052166667
1137626983589975828,24532.058977200002
1145009605155104884,1977.674457105692
1156275031468463136,8562.664018888889
1156694545460335017,2499.6720972666667
115885348859837276,10712.4901225
1160971248791325717,17974.479857090915
1161843904632575594,56089.042848000005
1167633864786053186,798.9866834399998
1168157541031578455,21010.885956500002
1175791667336060650,2285.892350750001
1176818370378839086,3270.3934935
1187615102176685882,60363.664992000005
1187995611677437206,4941.869754705883
1190424870217036395,65814.666889
1194162776830151855,1861.0058843333338
1199641757841499367,6204.881616074999
1204574205636847942,2090.948128471075
1205014055416064598,297.94749354819277
1209201922567589129,14708.5415302
1209266135065312559,6855.903039470586
1209684448831341752,206.50268061111112
1225293060838887434,4336.020894107144
1227457012435462438,42962.7271112
1229609562842818924,44189.93392650001
1231413972006880331,73310.29402900001
1232605060713570544,13342.096112000001
123979484119113285,50575.083224
1248297595627780685,26721.670732857143
1251678112439909237,7313.17148882353
1251711610192393941,1997.9322489680847
1252375118134913744,1517.1331295937496
1253893505327217043,15938.8027984375
1257211796115020351,62965.134067750005
1264022936299507076,20925.898253249998
1265362887592424102,157.3587286960784
126760379585103536,44175.495304250006
1268668663105484535,66786.218291
1268988768599406958,33138.09779033333
1269617022810318893,24430.072704
