ref_hash,diff_in_sec
1000169251625791246,15690.193517000002
1000395625957344683,6000.292290166666
1003027494996471685,75911.48112000001
1007573308966476713,39777.512533
1010070503877148763,27359.052063666666
1010265377387765028,4936.210387882354
1010531372912327058,13257.785225444442
1013543838965040946,1500.9632664736841
1014428234021750342,4979.718513250001
1017958004932387739,3456.693054400001
1018126962792619181,21254.4125675
1021582875881379650,49219.857881
1022155574388897311,3195.3812294567906
1024792555410741306,28733.229119666674
1032938399279723623,11182.253579739132
1036919443887988520,42971.7400785
1042912100594917197,5035.823504222223
104412862089502190,9984.287233500001
1048782984015604883,4112.357389750001
1052346027668414186,18707.552354
1052782935269141271,9159.430783222222
105337483767914646,3226.5108521428583
1053399148291039201,23235.1459626
1054881396892383323,3240.0741756567168
1055760083915480820,18887.4511558
1058525390691423513,1568.804650066667
1062274422372114651,2340.8711222727275
1069066119870904979,6994.240164878788
1071701264087131067,5948.450864307692
1076086792264173440,2883.7726674578316
1078643268919016184,269.3851345294118
1080074517463091765,10790.671267500004
1082062519835461489,11478.088227954546
1083324672128707147,2809.0712716428566
1084673948755476350,30585.590639000002
108675559753870541,3272.6948329772727
109389620877102250,3690.6560541538465
1095130837096278807,5570.306280470589
1098698655660153317,2890.718738962963
1100694657931150169,72095.540102
1102680423242413676,748.7699267529066
1106971792117053344,8332.320642
1108571703275362862,12226.902894722221
1109716870153151001,7723.862813090908
1110652558277138855,3391.024478208334
1111065470587874091,15909.010298
111177788438165194,30427.665989750007
1114026657194419748,4630.2145395
1114323564105303141,27820.982152666667
1114508230319864946,7815.1406265714295
1115138041376043539,801.4494862242425
1117590669569321964,34804.88577225
1117811498061299916,5234.907653191491
1126070781577415060,18978.853070333334
1126877271043713659,12644.202950500003
1128814228344083814,16161.750852000001
1129766292147277557,6101.686871607143
1131546864431701911,14927.124402923075
1136471390576544145,5301.86990865625
1137626983589975828,22308.363573500003
1145009605155104884,3695.758269328571
1156275031468463136,14644.595830333334
1156694545460335017,19427.041347538467
1160971248791325717,35266.66099057143
1161843904632575594,11201.383872214285
1168157541031578455,22579.285248636363
1175385689997483703,38013.5849264
1176502947759067386,7458.950419000001
1176818370378839086,50416.467571
1179211379479512284,13827.948006705885
1186516249413150404,5073.1041377500005
1187615102176685882,13371.41234288889
1187995611677437206,14291.360508125
1191960282997642823,425.4387856666667
1194162776830151855,1159.0288219541285
1199641757841499367,6498.733892384616
1200899806989014770,25070.694698000003
1204574205636847942,601.8526206879434
1205014055416064598,279.6031032144055
1206234638304930993,69195.489314
1209266135065312559,1252.2802030199998
1209684448831341752,589.8648612500002
122031620643150233,20023.177529200002
1225293060838887434,52364.882761
1227457012435462438,13812.580324
1232605060713570544,1634.1906566736116
123979484119113285,319.06988956036463
1248297595627780685,7132.974596772727
1251678112439909237,899.3049813846154
1251711610192393941,1111.4094986223174
1252375118134913744,3530.0514890526324
1253893505327217043,34549.0381275
1260244248473048882,7404.3905079999995
1265362887592424102,3038.7212174626866
126760379585103536,33658.06637975
1268668663105484535,52059.039868
1268988768599406958,15864.103477
1269617022810318893,72.06469929234964
12710129175666777,58739.63480025
127181479361225903,1640.930153777778
1281391375697256626,2596.191211692308
1283079572748604544,22502.295998833335
1284329121151747079,454.27054815151496
1286394024293955508,10840.408780857144
12880076216702587,6947.315966228572
1289461437081782083,3174.9887619753094
1293570292730365189,34731.7644185
1295673566983281594,28335.660685600003
12977391562678610,2681.346528472727
1299921942054010422,5103.136648666667
130079406502638965,145.5696034
1307116007931231623,15910.85689355556
1310258515916187559,44842.217996
1311716395227719150,15626.499553000001
1311884661988038994,47381.8812376
1313615473299479354,77664.50504
1319359126470626650,2103.7565286422755
1319530529617838683,3266.628827887323
1319647639949654011,13463.593542916666
1320285155686563936,6286.224142225
1320698541748474698,28735.4374094
1321931638565151894,6078.311284115384
1327834472616354686,71.99132264694448
1328371665987429740,24280.04744983333
1334979714748379384,6964.86318425
1337817839840024265,1814.8012383750001
133862296273929010,26972.21509033334
1339357409349811507,17934.72793121429
134252899899870481,78961.66596700001
1343304896887941153,3783.623786123077
1343610696446705241,85775.146047
1343846973671863229,4659.054279150943
1344094560572816090,556.6729497083332
1346626463765194606,10507.62322588889
1352341197795597622,6202.85036274359
1358413347723403971,46375.718976000004
1362414875645754903,3182.3666656666664
1363698198585598240,44728.759643000005
1364647366087403809,113904.4500605
1368635821614525643,40731.27442883334
1377832923059903066,1256.3211122097562
1380962370594749522,8507.074379
1385715509195499069,3439.4320343913064
1387114378850828264,2941.117787551725
1389885607828963485,42742.36085333334
1395269098318536492,18656.5411687
1400075890161845268,25211.172925111114
1400708258671251084,3622.8828125263153
1401236653722021257,754.4474572956991
1404448451510586910,5610.137119515151
1405078374337581334,1484.0464346540878
1410718164519785502,1133.6480970342857
141185236309213124,13825.075649333332
1414751606152167615,33249.52060140001
1415274408925640121,51764.764923
1416278477638614719,9856.761693166667
1442246240574869187,1082.093413378723
144510415764152026,29508.225435
1448251469825515781,6085.930724874998
144858825658199154,2788.0404212333333
1448618883257823284,1999.7898192222221
1455406734324235174,14865.316615705884
1456159922209789941,34288.2980965
1458575463379897371,682.8156885317467
146206268035953838,7302.498533333334
1462310992362977115,43190.49106950001
1462631094364743739,33485.926668500004
1462900288741887152,4227.228567111113
1463737277041413876,4329.8025194
1466387357519076668,36213.695919000005
1469891437001939430,1324.884127142857
1474374544316597063,2069.4800894166665
1479681329485066994,2265.7609496607142
148388802174309925,16769.755686
1485585519590186498,868.9729883809525
1485710806967558837,14814.209166923076
1490775021605137609,31961.550939833334
149145192403446337,57598.38705600001
1491766937226493605,84499.248502
1496724042025426431,10702.603019260872
1497128270570315821,17488.131820500003
1503622930668825341,3862.3303301515157
1505707263781865790,9426.318713235298
1507725753842469617,88155.074085
1509545633114961619,1713.1168810000001
1513880118499895475,47085.08531
1519771825716243940,3574.3142135714284
1521407447410849866,6598.153132
1522064661862584327,1149.5263839166666
1522174467525920419,19663.227227000003
1522517226455603717,6415.657042133334
1526533209361572178,8088.351219555554
1526589386802120877,32096.491585333326
1532920640971142763,13191.620212
1535179488604428892,730.0291471111111
1540895757038675521,67501.236942
1541943482926064403,79.52303
1542252940507519186,11534.63027677778
1544952069069412264,53548.962251000004
1554217736630697432,25821.3585414
1559985950264706026,3901.6159700799994
1568239518763418505,6124.051239555556
1572073024204691574,58926.664560000005
15755635624013585,22381.164274300005
1579648092439095955,30609.7521595
1582245318038800705,2780.587437405796
1585273182248364632,9772.4288470625
1586011569157541229,17434.69647427273
158642282115857939,4067.396780548388
1592232433995993602,22032.78451275
1594304834872461088,63602.806125333336
1595135091194264808,12073.912171714286
1595181852111961835,684.7544915306671
1598279014358140630,3349.192395919999
1609949567718682385,11725.487630750002
1610107188799256895,6923.86501582353
1610494654440971107,49746.4281236
1610631182235861036,6039.918756
1610830018249632088,12451.486118222225
1619005863892213340,9356.2071015
1620044022477258303,12381.48676
162252644031331242,32170.527957400005
1624621636247371157,17056.671418090908
1624675199747986180,1722.6423155000002
1625527770358623312,4751.312922809523
1626122822972650492,18071.471499
1626240234331226893,16075.972162384614
1628314475685116126,7421.393049699999
1631312698088948141,9773.181978208335
1632976817520709726,1224.3979581990504
1634912018741747313,12190.351771499998
1638155133101635232,5956.445714419356
1644684818861378247,10405.623536625002
1645448724794614846,26227.39132
1646244151176203402,485.75163537931036
1647303115721594711,3265.609543
1649462786324867670,9445.680341222222
1651298545102448143,1547.9284866560515
1654414320062233188,2846.7783192727275
1654931404191930561,35264.7925044
1676599343673733996,443.7625483559633
1677397424183807063,11865.031262214286
1678574764210748596,11879.823751750002
1680454818764604919,5276.123997866669
1683636821685901692,7976.234364000001
1683915131500129075,5653.110799235296
1686829829798908901,2199.861067530001
1688759174245788636,7374.047015380953
1689253659802783461,12032.89635657895
1694964200543302757,4439.963102178573
1695017415660355067,7811.822326562502
1695705421328710963,12459.894423866668
169673203379774697,7466.508993500001
1697296672196475600,513.9476017728534
1705620787460316875,8480.934403272728
1706794130450981051,7163.6679170666675
1713284802794931603,185.19357270370378
1717184228785145942,1362.4036484368416
171749671026400972,2109.789115342857
1718964734813976566,12710.602865
1726159899784033460,20004.811632375004
173037676676551667,5704.036252433334
1739185427561011002,7062.557163399999
1744539208349624912,5751.173416269231
1747750927337388419,3614.308687526316
1750509480206635901,5658.224175357143
1753408082039589793,943.9666360149815
1760218743715819964,83643.153322
1762685240275022546,4811.9586652692315
1767794950631940094,70331.02211800001
1771567713554989316,38939.54715283334
1773819382540812845,4642.543652035714
1773915170564860290,5577.222745133334
1775645446409162865,40807.245336500004
1775994821130557970,36689.878464500005
1777544475982403949,14527.623775800002
1778869005371293300,18015.919549000002
1789841881668483637,10522.865384062503
1792243691856810494,13934.779388
1797028790104146357,1309.3623715291008
1798721392514212467,52687.459813
1806958712697643218,15406.637736
1808715223128678254,19581.1964294
180882581523820142,16626.568219599998
1809952979724556615,4419.846588666666
181023401587164211,3807.9518241875003
1810262579726032935,8789.367585444445
1811128871539049095,10636.741583363637
181287554825540894,276.32025125954186
1815000393443032221,48717.249035
1816798674368617450,8971.156659571428
1820344257958020005,146.95237704602297
1820733784678210604,8561.375742814815
1821008560370062627,16860.74408235714
1825264557124125520,6310.053164307692
1825774139959189158,20793.839134
1834561368570021624,25695.95153933333
1835003644552160312,83647.09201600001
1837369540178436993,6927.523036666667
1841885490735112196,4869.717098117646
1846994645265687363,19080.521520750004
185033006947686423,560.4669523245035
1850436611440695410,8617.006851894736
186555324177091329,10099.627308941177
1865851711293215371,3221.3232656666664
1867340056699297275,10525.686751625
1867584059231149081,9308.98264612
1870804896905760683,26992.4216895
1871261194571078086,1550.3213170379752
187130177321836551,3603.799809653846
1874642765722919357,273.9671432824595
1875514346005174431,8879.081312666669
1876386513784414676,29132.5557815
1878961516364658634,52937.35763300001
1882496627338632707,14504.906317500001
188516562196778184,190.43084786206893
1886159544857142346,45570.935313
1886537567420518716,86293.846833
