ref_hash,diff_in_sec
1000169251625791246,29646.178000000004
1000395625957344683,10783.464000000002
1006670001679961544,2422.069
1010265377387765028,9086.269
1010531372912327058,72589.89700000001
1011610998357271358,2828.8160000000003
1017668882534236751,48489.561
1022155574388897311,25548.566000000003
1026825193119998092,29889.435
1030603044158081433,4510.467000000001
104412862089502190,66722.41500000001
1048487908287530052,83965.758
1053399148291039201,17448.988
1054881396892383323,45320.625
1058525390691423513,65462.19300000001
1062274422372114651,38999.0475
1071701264087131067,13791.109
1082062519835461489,15864.288
108675559753870541,23830.481
1090348823218637154,36771.9455
1091213713572176533,37237.62100000001
1108571703275362862,8586.999
1111065470587874091,76969.391
1114026657194419748,42405.310000000005
1117811498061299916,61026.904
1128814228344083814,4727.0505
1136031752303953778,81916.126
1136471390576544145,27954.191000000003
1149958127364605785,11364.335000000001
1160971248791325717,75678.42
1167633864786053186,8835.896
1168157541031578455,14680.049
1176502947759067386,48159.645000000004
1176818370378839086,52043.836
1191960282997642823,30692.763000000003
1199641757841499367,79819.09400000001
1205014055416064598,28580.585000000003
1206234638304930993,67828.784
1207737003178589247,68461.263
122031620643150233,11078.926000000001
1231413972006880331,19041.106
1232605060713570544,65418.32200000001
123979484119113285,50670.412000000004
1251678112439909237,69744.304
1251711610192393941,86192.418
1252375118134913744,19091.812
1253893505327217043,65818.208
1260244248473048882,36315.238000000005
1265362887592424102,76095.026
1268668663105484535,77273.023
12710129175666777,45189.219000000005
1293570292730365189,13948.261
12977391562678610,23992.263000000003
1302737911806151146,77105.141
1311716395227719150,61913.383
1313764485732247479,10647.517000000002
1319530529617838683,365.684
1319647639949654011,67393.94750000001
1325299270880328289,40638.182
1327834472616354686,44070.646
1328371665987429740,59311.075000000004
1340306399366036773,42926.633
1343846973671863229,80820.482
1346626463765194606,68603.504
1352341197795597622,14329.87
1358413347723403971,33759.4515
1368635821614525643,53576.90700000001
1382829534454032345,83444.27900000001
1387114378850828264,71461.882
1394811243445482525,57864.977000000006
1400075890161845268,77691.103
1414751606152167615,71461.51800000001
1415274408925640121,51796.618
1442246240574869187,33100.1055
144510415764152026,70692.352
1448618883257823284,16934.461
1462310992362977115,86001.231
1462900288741887152,27275.090666666667
1463737277041413876,20228.097
1479681329485066994,40322.003
148388802174309925,46518.645000000004
1485585519590186498,75876.019
1491766937226493605,32480.1575
1496724042025426431,71897.11600000001
1503622930668825341,21929.668
1507725753842469617,17017.1738
1509545633114961619,56977.263000000006
1513880118499895475,50124.861000000004
1522517226455603717,57085.87466666667
1535179488604428892,16188.508000000002
1540895757038675521,19859.132
1541360754262871055,19587.065333333336
1554217736630697432,70165.728
1557657670234529677,60903.127
1563149421968177217,1571.718
1571815441379711120,17346.227000000003
15755635624013585,37.50300000000001
1578493458135285912,47671.131
1586011569157541229,43452.931000000004
1594304834872461088,7618.084000000001
1595135091194264808,82424.833
1609275904163020719,6898.663500000001
1610494654440971107,85871.532
1610830018249632088,20489.108
1619005863892213340,76870.739
162252644031331242,68784.709
1624621636247371157,80960.769
1626122822972650492,80389.062
1626240234331226893,55481.046
1640419309626397644,79471.727
1644684818861378247,7647.366000000001
1645117383971795261,37814.863000000005
1645448724794614846,61980.28200000001
1646244151176203402,70597.314
1648484391049043683,27144.648
1676599343673733996,28905.689000000002
1680454818764604919,75842.383
1683915131500129075,72064.06700000001
1689253659802783461,55854.813
1694964200543302757,60593.739
1695017415660355067,15663.42
1695705421328710963,10475.676000000001
169673203379774697,85321.083
1698798402698483317,24673.949333333334
1718964734813976566,9352.758
1722479355356580286,1903.088
1753408082039589793,39593.7255
1755590351975453126,55907.949
1771567713554989316,6138.023
1775994821130557970,72242.25600000001
177763697089045655,74099.061
1778869005371293300,16334.955000000002
1806958712697643218,24455.66
1809952979724556615,8255.500500000002
181023401587164211,86026.742
1810262579726032935,78905.625
181287554825540894,24586.752
1816798674368617450,86057.668
1820344257958020005,19527.3395
1821008560370062627,77442.25600000001
1825264557124125520,85074.55500000001
1835003644552160312,38654.002
1837369540178436993,65513.62100000001
185033006947686423,48485.636000000006
1860546415903202724,82020.892
186555324177091329,2516.897
187130177321836551,83342.33200000001
1876386513784414676,9779.467
1882496627338632707,2731.4325000000003
1886537567420518716,50918.528000000006
1908676476331029933,61717.376000000004
1915831976831627490,6417.424
1922121821362800543,7574.494000000001
1926368733138306231,67191.263
1941507818640752866,8999.944000000001
1947034606978197227,46936.465000000004
1947198327605580227,12536.275000000001
1952651058710283424,27698.365
1956184428210106770,69383.534
1960519924072160699,13002.117000000002
197239293490224908,12806.089
1977621232662414895,40704.406
1979422175702700379,41926.402
1985927785579650114,80132.225
1988491775644963137,24719.038333333334
1994108325643484331,55469.29
1999681247947819001,34530.86866666667
2007132211960226496,19756.914
2011244847915649661,51214.734000000004
2013716675686195488,49207.4908
2014218741270637745,80530.8045
2019640023966567568,56968.851
204653624831822839,9324.4635
2047492100738602595,56266.289000000004
