ref_hash,diff_in_sec
1003027494996471685,37122.238
1014428234021750342,21166.99
1017958004932387739,10937.657000000001
1021582875881379650,49033.659
1024792555410741306,8239.923
1030865855693267844,70119.247
1048487908287530052,2414.5040000000004
1052782935269141271,78213.197
105337483767914646,52357.527
1055760083915480820,2235.065
1056749944537419493,29516.179
1070673984959261173,18121.435750000004
1078063581723896055,75497.16200000001
1078643268919016184,68988.672
108091152851614035,3165.5080000000003
1083324672128707147,53772.931000000004
1084673948755476350,77859.83600000001
1098333517628887771,16071.320000000002
111177788438165194,10231.898000000001
1118296407046663101,51767.173
1119031235556320896,25134.949333333334
11222455493472018,15880.318000000001
1126877271043713659,73388.933
1128648311587971120,21811.784000000003
1131546864431701911,7955.109
1145009605155104884,77976.827
1151346651469575337,79647.576
1153540947733791830,80497.236
1156275031468463136,1471.112
1156694545460335017,64236.933000000005
115885348859837276,46530.243
1159207938497285892,56586.56800000001
1161843904632575594,11183.965
1175385689997483703,79575.335
1175791667336060650,74493.409
1179211379479512284,74176.769
1187615102176685882,63238.367000000006
1187995611677437206,52965.889
1204574205636847942,79789.353
1209201922567589129,45596.285
1209266135065312559,24187.945333333333
1229609562842818924,2011.5300000000002
1234527712464722201,59529.01
1236618452781354742,5527.016666666666
1257211796115020351,5752.053000000001
1268988768599406958,81345.102
1269617022810318893,195.50500000000002
12710129175666777,7954.875000000001
127181479361225903,71190.887
1281554246271544540,13062.714
1283079572748604544,16438.593
1286394024293955508,64811.935000000005
12880076216702587,1307.576
1295673566983281594,65255.28200000001
1313615473299479354,20056.292
1319359126470626650,76619.452
1320285155686563936,40208.36
1321931638565151894,57188.125
1328371665987429740,980.739
1337817839840024265,12877.938
1340306399366036773,5479.513
1343304896887941153,39685.705
1344094560572816090,10921.457
1363698198585598240,48453.655000000006
1379699859413237664,71379.784
1385715509195499069,77015.478
1389885607828963485,720.7265000000001
1400708258671251084,66466.13100000001
1405078374337581334,49995.216
1405787563688548883,18383.875
1405946286287450031,17746.428
1409860811222483843,81063.653
1410718164519785502,38797.7555
1437969918229546366,13219.066
1440198406831417758,32330.6565
146206268035953838,67602.316
1466387357519076668,73227.08
1469112136497229420,73731.67300000001
1474838723237605457,3968.2120000000004
1477883150977764521,70262.742
1485566267036074672,44727.006666666675
1490775021605137609,67990.011
149145192403446337,65649.37700000001
1495680085352673226,75894.755
1505582288748773676,9406.589
1505707263781865790,42132.6045
1522064661862584327,37978.6505
1526533209361572178,67682.225
1544952069069412264,3972.706
1552048892636076688,53502.85400000001
1568239518763418505,77221.172
1572073024204691574,19444.276
1579648092439095955,9306.185000000001
1586308550876044716,85211.61
158642282115857939,25088.899
1587423418122753177,19157.423000000003
1593315082014178993,31799.735500000003
1609949567718682385,1513.0220000000002
1610107188799256895,85101.66900000001
1610631182235861036,10320.918500000002
1626240234331226893,25818.166
1632976817520709726,18743.204
1634650407908315198,9664.158000000001
1638155133101635232,82872.35
1647303115721594711,84208.11
1649462786324867670,9339.91
1649470682218050050,73237.07400000001
165054203039707364,80021.417
1654414320062233188,77645.444
1656202871077543672,10162.189
1672980903727097060,77461.767
1675618435344112751,10263.560000000001
1678574764210748596,19197.811
1683583979368839453,50196.986000000004
1686771719211427260,81245.017
1717184228785145942,15134.313
1747750927337388419,84276.53600000001
1749586132256864259,25600.93266666667
1750509480206635901,65931.445
1757046249254925892,54983.898
1762685240275022546,67221.796
1767794950631940094,69361.138
1775266247906490790,49913.68400000001
1775645446409162865,38778.722
1780314763292967611,67815.06
1792243691856810494,56071.189000000006
1798721392514212467,84249.051
1808715223128678254,5824.3060000000005
180882581523820142,78482.46800000001
1810262579726032935,70610.352
1820344257958020005,24278.024000000005
1820733784678210604,77417.903
1824593565274236651,22883.898
1825774139959189158,39337.981
1834561368570021624,66222.395
1841885490735112196,10354.737000000001
1846994645265687363,56870.124
1859101250688735203,14699.296
1867340056699297275,9729.433
1870804896905760683,59051.96000000001
1874642765722919357,52363.445
1878961516364658634,81314.227
188516562196778184,34082.236000000004
1886159544857142346,42259.681000000004
1893934192028933519,4090.157
1895948011655596570,14943.2185
1900997991292572675,36673.345
1902282076631541809,78155.303
1907213915645258710,9062.092
1909009849978261715,75404.60900000001
1911435389118096555,63862.567
